,id_post_vv,id,level,message,fecha
29,1,2,2,Nani buenas noches necesito el twit de migración Colombia o algún medio para comunicarme con dicha entidad ya q soy del 13 de septiembre y aún nada q me dale ni aprobado,2022-04-29
30,1,3,2,Una pregunta será que debo ir hacer de nuevo el Biométrico es que soy del 11 de Octubre y aún nada ,2022-04-29
31,1,4,2,hola nany el permiso de mi hijo y el mío sale que está aprobados y impreso ...  Le doy para ver dónde está y pongo el departamento dnd vivo que es sucre y nada,2022-04-29
32,1,5,2,Soy del 17 de septiembre y aún nada Ise el botón septiembre visible y nada  asta cuando dios mío mi siquiera estoy requirido para hacer el segundo biométrico,2022-04-29
33,1,6,2,"Yo y mi cruz de septiembre...Q martirio...bueno, lo único q me consuela es saber q no soy la única!",2022-04-29
34,1,7,2,Hola nany buenas noches el permiso de mi hijo primero decia aprobado el 23 de diciembre y ahora consulto y dice que esta en proceso que aun no a sido aprobado que debo hacer alli,2022-04-29
35,1,8,2,"Buenas noches! Qué pasa con los Permisos que aún no se han aprobado, y ya ha pasó el tiempo que estipularon.",2022-04-29
36,1,9,2,Al colegio ya fuimos a reclamar lo del título y desde enero y aún no lo han entregado que debemos hacer,2022-04-29
37,1,10,2,"En Venezuela se puede sacar documentos, lo que pasa es que en estos momentos es muy costoso. Y existe mucha burocracia por la corrupción vivida.",2022-04-29
38,1,11,2,"Bendiciones. Gracias a Voices of Venezuela  y Nicolás Mantilla y todo el equipo de Migración Colombia, por todo lo que están haciendo por los venezolanos. Por propiciar, una identidad digna y humana.",2022-04-29
39,1,12,2,La embajada está dando carta de soltería registro de nacimiento y aquí en Colombia no los reconocen como vadlidos,2022-04-29
40,1,13,2,Hola. Buenas noches!!! Por favor me puede informar a qué se debe haber realizado el proceso de biométrico dos veces y no haya salido impreso el ppt? Muchas gracias!,2022-04-29
41,1,14,2,"Porque le ponen tantas trabas a los profesionales venezolanos, para ejercer acá, aún teniendo ppt, y validación, acá no quieren contratar a los venezolanos.",2022-04-29
42,1,15,2,Hola mi nonbre es maria.auxilidora camacho tube mi.entrevista el 28 de septienbre.y todavia no me ha yegado mi ficico vivo en baranoa.atlantico,2022-04-29
43,1,16,2,"Desde octubre realize mi biométrico, y aún me dice está en proceso no a Sido aprobado como me pueden ayudar",2022-04-29
44,1,17,2,Querido amigo tengo 2 paisanos que ya tienen su permiso y no le quisieron abrir la cuenta bancaria; tiene que ir un colombiano a cobrar  su quincena por el es el banco avevilla,2022-04-29
45,1,18,2,"Hola.e estoy conectando ahora... Saludos  Veo información o comentarios que los de octubre debemos realizar nuevamente el biométrico ,  saben alguna información al respecto?",2022-04-29
46,1,19,2,"Quiero conocer la forma de validar mi titulo venezolano de bachiller. Pero lo tengo aqui en colombia ya tengo mi ppt, lo q me limita son los recursos economicos",2022-04-29
47,1,20,2,Hola Nany mi sobrina la aprobaron pero no sale el cirio dónde retira,2022-04-29
48,1,21,2,Tengo desde el 22 de enero y nada que me sale el permiso temporal y me lo están exigiendo en el trabajo,2022-04-29
49,1,22,2,Porque aún no han aprobado mi ppt desde el 31 de enero y tengo un familiar que lo saco en marzo y ya los tienen,2022-04-29
50,1,23,2,Hola nani una pregunto  yo al samir teniendo el permiso me imagino que uno tiene  que salir regular  y sellar en migracion,2022-04-29
51,1,24,2,Y que paso con los permisos de octubre tenemos 6 meses esperando y nada,2022-04-29
52,2,2,1,"🚨¡NICOLÁS MANTILLA NOS ACOMPAÑA EN VIVO! 🚨  🤔 ¿Cómo que hay prioridad para quienes terminaron materias? ¿Tiene algún costo pedir mi diploma? 🎓Todo esto y más nos responderá nuestro pana👤Nicolás Mantilla,Asesor de la Oficina para la Atención e Integración de la Población Migrante en la Gerencia de Fronteras el próximo jueves a las 6:00pm 📆  👋 Epaaa y si tienes dudas, déjanoslas en los comentarios👇, con gusto serán respondidas en vivo. Participa con el #JuntosNosGraduamos🎓  😎¡Te esperamooos! Rueeeda la voz entre vecis y hermanos venezolanos🇻🇪❤️🇨🇴  #JuntosNosGraduamos #USAIDColombia #TuAliadoParaInformarte #CollectiveImpact  #JuntosAprendemos    Juntos Aprendemos - Colombia  @Usaid- US  Agency For International Development | @Partners of the Americas | Proantioquia | Parque Explora | FundacionCarvajal",2022-04-26
53,2,0,2,Buenas tardes y lo que somos bachiller en Venezuela como haremos para que lo acepte aca,2022-04-26
54,2,1,2,¡Son 15 mil de nuestros muchachos que estamos buscando! Échennos una manita compartiendo este post por todos los grupos de venezolanos en Facebook que conocen para que los encontremos y puedan ver este live con Nicolás. ¡Entre todos podemos!,2022-04-26
55,2,2,2,Buenas tardes que pasa con los permisos del mes de octubre y aún nada Agustín Codazzi son muy pocos los entregados,2022-04-26
56,2,3,2,Hola mi hija mi esposo y yo somos de junio . Ya nos los entregaron pero el de mi hija tuvo un error en el apellido y lo regresaron y que me escriban en un mes y ya van tres meses y nada y ése documento me lo están exigiendo en mi trabajo para el seguro . Que puedo hacer ? De antemano muchas gracias,2022-04-26
57,2,4,2,Envié un punto visible para Dibulla hay más de cien personas esperando para el biométrico,2022-04-26
58,2,5,2,¡Qué emoción mi gente! Aprovechen de dejar sus preguntas que pa´ luego es tarde.,2022-04-27
59,2,6,2,Hola que debe hacer mi hija que su mamá es colombiana se nacionalizó y ahora le.cancelan la nacionalidad? Ella presento sus requisitos ahora esta en el limbo ya perderán la.baci9malidad también mis nietas quedarán inexisrentes. Ayuda por favor... ya les quitaron la.salud ahora las hecharan de el colegio?,2022-04-27
60,2,7,2,Buenas noches sr Nicolás yo estoy interesada en saber que ha pasado con los del botón visible que no les han pasado sino solo un correo y nada más no me dicen que tengo que volver hacer el biométrico nada !! Gracias,2022-04-27
61,2,8,2,"Hola :) la entrevista quedará grabada para verla luego? y mi pregunta es mi esposo hizo el biométrico por segunda vez  pero nuevamente a los dos día llegó otro mensaje que debía volver asistir al biométrico, es cierto que hay que ignorar esos mensajes de texto adicionales gracias y saludos",2022-04-27
62,2,9,2,"Buenas noche sr Nicolás que ah pasado con los de noviembre, mi hijo tiene 7 años y no le ah salido su carnet",2022-04-27
63,2,10,2,"Buenas noches, quisiera saber porque a los que venimos desde permiso de protección temporal y entramos de forma legal se ha hecho tan tardía la adjudicación de este nuevo permiso permanente?",2022-04-27
64,2,11,2,"Que va a pasar con los de septiembre? Ya fuimos citados nuevamente para hacer la biometria y todavía es fecha de que no, nos han dado ninguna respuesta ni un asomo de aprobación.",2022-04-27
65,2,12,2,"Otra es mi hijo menor ya fue aprobado y todo y nada que se lo entregan, el de mi bebe me lo entregaron incluso antes de que saliera aprobado en la página.",2022-04-27
66,2,13,2,Gracias de antemano por su ayuda y respuesta,2022-04-27
67,2,14,2,Hola los del mes de octubre que a pasado todavía en proceso y nada,2022-04-27
68,2,15,2,Hola nosotros lo sacamos en novienbre y nada toda la familia,2022-04-27
69,2,16,2,Bueno días una pregunta mi hijos y yo realizamos la citad en septiembre y septiembre visible no llego un correo y fui a migración y me dice que no puedo repetir hasta que no llegue un mensaje de texto ya tengo casi mes Imedio y todavía nada no tengo respuesta de nada,2022-04-27
70,2,17,2,Los de septiembre yo soy del 21 y nada mi hijo del 5 de octubre y nada solo m dicen debo seguí esperando estoy muy preocupada mi hijo está estudiando y se lo están pidiendo,2022-04-27
71,2,18,2,"Hola a mis tres hijos menores los lleve al biométrico el 23 de diciendo,a mi hija de 15 años ya se lo entregaron,pero al de 11 y de 5 no. Alguna respuesta por favor. Siendo de la misma fecha",2022-04-27
72,2,19,2,"Buenas,en realidad que beneficios tiene el permiso??",2022-04-27
73,2,20,2,"Hola voices, mi hija y sus 2 hijo y yo realizamos la cita  biometrica  juntos, en el mes de febrero, bueno a mi nieto mayor ya se lo entregaron, y lo volvieron y al menor no, hoy revisamos lo del ppt, y el sale que no esta registrado en el. Módulo,, y mi hija y yo si aparesemos, que ya asido aprobado y esta listo para entregar, Mi pregunta es porque mi nieto que no se encuentra registrado en el módulo, que podemos  hacer, gracias de antemano",2022-04-27
74,2,21,2,Que va a pasar con las personas que no les fue aprobado o entregado el estatuto si dentro de sólo 2 meses el gobierno de turno puede ser otro. . ?,2022-04-27
75,2,22,2,Anny Morales,2022-04-27
76,2,23,2,Buenas tardes a qué hora es la entrevista o ya empezó?,2022-04-27
77,2,24,2,"Saludos y bendiciones para todos me gustaría saber el status de mis documentos y aquel tengo varios meses de haber realizado el envío de la información requerida por ustedes, en verdad tengo toda la fe puesta en ustedes y me gustaría que este proceso siga su camino exitosamente como comiendo espero poder tener alguna respuesta pronto con el favor de Dios, muchas bendiciones para todos. 
Mis documentos son los siguientes:
LTU-20220226451 (título)
LTU-20220226453 (notas certificadas)
LTU-20220226455 (notas certificadas)",2022-04-28
78,3,3,1,"🤩 ¡El PPT cambiará tu vida! 🤩  🗣 Podrás estudiar, realizar cursos, especializarte en alguna carrera📚, trabajar de manera regular, establecer tu negocio🏢, abrir cuentas bancarias💰 y un sin fin de oportunidades. 🤔 ¿Te vas a perder esto? El proceso para obtenerlo es muy sencillo😎  📢 Panas y vecis, todos a compartir esta información y ¡Pilas! Que si ya aprobaste todas las materias eres prioridad para tramitar tu PPT en el estatuto ¡Escríbenos! Que Juntos Aprendemos - Colombia  y nosotros te andamos buscando para orientarte en todo el proceso🤗  #JuntosNosGraduamos #USAIDColombia #TuAliadoParaInformarte #CollectiveImpact  #JuntosAprendemos    Juntos Aprendemos - Colombia  USAID - US Agency for International Development | Partners of the Americas | Proantioquia | Parque Explora  | FundacionCarvajal",2022-04-24
79,3,0,2,Y lo que somos bachiller en vzla como hacemos para nivelar acá o que nos acepte el Ttulo acá,2022-04-24
80,3,1,2,Por favor envié un punto visible para Dibulla,2022-04-24
81,3,2,2,Nani no es tan sencillo como dices llevo 8 meses esperándolo con paciencia,2022-04-24
82,3,3,2,Yo igualmente nani mañana voy a migración bucaramanga,2022-04-24
83,3,4,2,Nani mi hijo se graduó en noviembre del 2021 y no le an dado el título por no tener el permiso el realizó el biometrico en diciembre y todavía nada que se lo entregan,2022-04-24
84,3,5,2,Y los que ya se graduaron aquí en Colombia y no le han entregado el título,2022-04-24
85,3,6,2,Yo saqué el permiso en diciembre y nada,2022-04-24
86,3,7,2,"Hola necesito apostilla el certificado de notas queria saber si me puede  orientar. Gracias , quedo atento.",2022-04-24
87,3,8,2,Hola como esta mi hija se graduó hace dos años  y no a pedido  retirar el título de bachillerato  tiene desde septiembre  que fue a cita del biometrico y no nada que ke sake el permiso,2022-04-24
88,3,9,2,Tengo ya tengo mi permiso y no me dan cuenta en bancolombia,2022-04-24
89,3,10,2,Hola buenas tardes Voices of Venezuela  y acceder a crédito? Yo tengo buen historial crediticio ennmi cuenta bancaria pero la verdad se podra acceder a credito?  Gracias,2022-04-24
90,3,11,2,"Nada es fácil en este proceso hay que esperan mucho y mientras ???? Yo realice el 123 x mi y que según por ser mas rápido el proceso y nada llevo muchos meses en esto , esperando y lo peor no es eso , o peor es que los entes now tienden que se sale de nuestras manos el proceso , uno no puede agilizar nada",2022-04-24
91,3,12,2,No es fácil de verdad desde 15 octubre y mis hijas nada y son menores de edad y estudian,2022-04-24
92,3,13,2,Somos de septiembre y todavía nada que nos llega ppt,2022-04-24
93,3,14,2,¡Son 15 mil de nuestros muchachos que estamos buscando! Échennos una manita compartiendo este post por todos los grupos de venezolanos en Facebook que conocen para que los encontremos. ¡Entre todos podemos!,2022-04-24
94,3,15,2,La licencia de conduncion para el 2024,2022-04-24
95,3,16,2,Hola ya mis dos hijos tiene 7 meses de aver  asistido al biometrico  y nada .  Y la niña no la aceptaron en el cena para realizar unos curso de Robotica por falta del ppt,2022-04-24
96,3,17,2,Hola mi hija se graduó de bachiller hace dos años y le dieron el título sin papeles si será válido como puedo averiguar eso el PPT le sale como aprobado pero nada que le llega y lo sacamos al mismo tiempo y yo ya tengo el mio,2022-04-24
97,3,18,2,"Hola Nani, mi hija mi yerno mis dos nietas y yo somos de septiembre y aún no hemos salido? Por favor informanos que pasa con ésto a mis nietas se lo están pidiendo en los colegios ",2022-04-24
98,3,19,2,Hola Dios les bendiga quiero informarme sobre mi hija tiene 4años y realizamos el biométrico en septiembre y a mi me lo entregaron y a ella nada y primero me decía remitido por foto y fuy nuevamente y me dijeron que tenía que llevar la planilla donde decía eso y cuando la iba a imprimir solo me salía en el sistema q está en proceso no se que hacer me pueden ayudar por favor,2022-04-24
99,3,20,2,Será que tenemos que volver a realizar lo del permiso? O seguimos como la salsa de tómate? ,2022-04-24
100,3,21,2,Disculpe pero mi hija fue a llevar una hoja de vida a local comercial de comida rápida de un centro comercial muy conocido acá en chia y le dijeron que para darle el trabajo tenía que tener el pasaporte de verdad no entiendo si dicen que el PPT es nuestro documento de identificación acá porque siguen con ese egoísmo y esas trabas,2022-04-24
101,3,22,2,En secretaría de salud norte santander no me dieron la tarjeta profesional por qué no tenía cédula de extrangeria o ciudadanía el PPT no valía para ellos,2022-04-24
102,3,23,2,"Una maravilla, pero más maravilloso es que todavía estoy esperando el de septiembre",2022-04-24
103,3,24,2,"Mi hija se graduó de bachiller , ya posee su ptt  , podría aspirar un cupo en la universidad acá en la guajira?",2022-04-24
104,4,4,1,"🚨 ¡ESTE ES TU MOMENTO! 🚨  📆 Hasta el 28 de mayo tienes tiempo para registrarte y graduarte del estatuto, nuestros panas de ✅ @juntosaprendemosco y nosotros estamos a la espera del documento. 🤔 ¿Y tú? ¿Ya hiciste parte del proceso? ¡Déjanos tus respuestas en los comentarios! 👇  👀Epaaaaaa y rueda la voz con los vecis y hermanos venezolanos, que en caso de que tengan dudas, nos escriben por 📲 WhatsApp por este link 👉 https://wa.link/26w9o7 y con gusto los orientaremos 😎  #JuntosNosGraduamos #USAIDColombia #TuAliadoParaInformarte #CollectiveImpact  #JuntosAprendemos    Juntos Aprendemos - Colombia   @Usaid- US  Agency For International Development | @Partners of the Americas | Proantioquia  | Parque Explora   | FundacionCarvajal",2022-04-23
105,4,0,2,Si es hasta el 28 de mayo que pasa con los de noviembre por favor necesitamos el permiso para trabajar,2022-04-24
106,4,1,2,"Holaaaaa ya tengo mi Pep,y en 2018 culmine mis materias, me falto defender el caso clínico para graduarme como licenciada en enfermería, que debo  hacer para culminar mis estudios acá en Colombia?",2022-04-25
107,4,2,2,Por WhatsApp dan información?,2022-04-26
108,5,5,1,"🚨 ¡Epaaaaaa pana! Actívate y ponte los patines🛼, no te peles esta oportunidad👀  💭 Y si tienes alguna duda, déjanoslas en los comentarios, con gusto te estaremos orientando 👇",2022-04-22
109,5,0,2,Voices of Venezuela Soy De Octubre Y Nada Con Mi Permiso Que Pasara?,2022-04-22
110,5,1,2,¡Epaaaaa!¡Etiqueten a toda la gente de Maicao acá!,2022-04-22
111,5,2,2,"Bueno les comento que de nada sirve el PPT, si cancilleria no deja sacar la visa con el PPT.. perdí mi dinero para tramitar la visa tipo R.. por qué cancilleria me la inadmitio.. porq ya poseer el ppt",2022-04-23
112,5,3,2,Buenas noches nani soy del 3 de septiembre y nada todavía me reubican y vuelven otra vez a reubicarme ya he ido 2 veces al biometrico y nada hasta cuando ya eso me tiene aburrida xq he perdido muchas cosas x no tenerlo en mi empleo me lo están pidiendo y nada ya me da pena con mi jefa.....,2022-04-23
113,5,4,2,"Buenas noche, bendiciones acá en barranquilla habrá jornada visible para los de primera ves ?",2022-04-23
114,5,5,2,Hola tu puede a yudame y tego 8 mese esperado mi pemiso y nada que mesale lo yse de 12 de otruve y nada necesito la deresion de mi rasio o la ofisina pri sipal,2022-04-23
115,5,6,2,En Sincelejo.. cuando será la jornada para los del simben,2022-04-23
116,5,7,2,Que paso con los de noviembre,2022-04-23
117,5,8,2,Hola nani buenos días ..yo me hice la prueba biométrica el 22 de noviembre ...y no me ha salido .ya van 5 meses y nada .me la hice en Facatativa ...  Y tengo otro problema yo tengo mi salvoconducto expedido por migración colombia  .estoy afiliado a una EPS .Capital salud ..me dan mis medicinas normal .pero en unas dependencia no me agarra el código asignado .que es este 5131814..porfa si puedes ayudarme con ese problema .....gracias nani ...,2022-04-23
118,5,9,2,Voices of Venezuela que ha pasado con los de septiembre que ya repitieron biométrico y nada de nada aun??,2022-04-23
119,5,10,2,Y en Soacha para cuándo por favor,2022-04-23
120,5,11,2,Nany  soy de octubre que pasa con mi permiso,2022-04-23
121,5,12,2,Hola envié una jornada visible para Dibulla guajira habemos más de cien personas que faltan por biométrico,2022-04-24
122,5,13,2,Hola Nani... Vi el anuncio de as entregas masivas en donde incluye Bogotá. Que han dicho a los que ya hicimos el botón de septiembre Visibles!? En mi caso soy de septiembre con 2a biometría el 14 de febrero ( hoy 70 días ) y no me han aprobado ni dado respuesta. Llamó a Migración Colombia y me dicen que espere... Fui a un punto visible a ver si era que había posibilidad de que estuviera rechazado o con algún problema y me dijeron que todo estaba bien. La verdad no sé qué hacer... He hecho hasta el PQRS ... y nada ...mi número de RUMV es 1265189...,2022-04-25
123,5,14,2,Mi hermana y yo somos de octubre  y nada que no sale el permiso,2022-04-25
124,5,15,2,En serio llega un punto que conchale uno se pregunta de dónde sacarán tantos PPT pero septiembre aún nada.... Nisiquiera mi hija de 4 años le ha llegado nisiquiera la han llamado para ver si hay algo malo y lo peor q dicen q los niños son primeros... Y si tú vas a migración ellos ni saben que decirte,2022-04-26
125,5,16,2,En Barranquilla para cuando Nani soy de setiembre y ya e ido a emigración y nada ni me lo entregan  ni me asen el biométrico  otra ves por qué ellos dicen q yo no tengo error solo q no a salido mi carnet pasará la jornada y q pasará con mi carnet,2022-04-26
126,5,17,2,Hl nany saludos Desde valle dupual César y bendiciones a todos y el equipo de producción nany  mi pregunta es ami me sale impreso  mi PPT gracias a Dios  pero no me sale en ningún modulo para retirar ni aquí en valledupal tampoco ya que yo me encuentro aquí,2022-04-26
127,5,18,2,Con ese carnet uno es invisible nadie le para bola a ese carnet digo en cuestion de empleo abrir cuenta y otras cosa es mi opinion quizas a otro si le ha servido..,2022-04-26
128,5,19,2,Hola porfavor mis y yo somos de.noviembre y nada aun pirga mis hijos estudian y lo necesitan,2022-04-26
129,5,20,2,,2022-04-26
130,5,21,2,"Soy de septiembre pero no aparece ni siquiera registrada ni mi hija de 11 años ni yo he mandado mensaje a todos los de migración.y los que dicen para ayudarme están cobrando ,no he podido trabajar porque no me aceptan sin permiso.ya de verdad no sé ni a quien escribirle porque le he escrito a tanta gente que nadie me da respuesta.",2022-04-27
131,5,22,2,Hola necesito una ayuda. A mi bene le llego su permiso pero aparece con mis dos apellidos que hago para arreglar eso,2022-05-05
132,6,6,1,🚨 ¿Migración Colombia dijo algo nuevo sobre los permisos de septiembre? ¡Nani te cuenta!🗣  📢 Y ruuuueda la voz con tu pana para que se entere de lo que está pasando esta semana. #NaniResponde,2022-04-21
133,6,0,2,Nani fui a aperturas una cuenta en un banco y no dejaron porque mi ppt sólo tenía uno de los dos nombre,2022-04-21
134,6,1,2,hola nany el persmiso de mi hijo salio aprobado para el 23 de diciembre y para mediados de enero me decia impreso ahora consulto y me sale que esta en tramite que debo hacer,2022-04-21
135,6,2,2,Hola Nani  que a pasado con lo de septiembre ya hice todo y aún sólo mandan a esperar estoy en Barranquilla,2022-04-21
136,6,3,2,Buenas yo soy de 17 de septiembre vivo en valle dupar me mandaron a hacer todo otra vez desde el principio la cita y todo en lo de septiembre visibles pero nada que me llaman todavía,2022-04-21
137,6,4,2,"Hice septiembre visible, consulte la página, he ido a las sedes y llamo y no contestan, han pasado 8 meses y tengo el título retenido",2022-04-21
138,6,5,2,Hola Nani Dios permita una respuesta positiva. Aún sigo en la esperanza de que me llegue mi permiso ya que ya realice el segundo Biométrico y aún nada de respuesta,2022-04-21
139,6,6,2,Nani soy del 30 de septiembre fui el 30 de marzo al segundo biométrico y nada de respuesta tengo el pepff cuanto vamos a esperar?,2022-04-21
140,6,7,2,Si ya hice lo del botón de septiembre  y nada solo me llegó un correo donde decía que yo no registraba cita,2022-04-21
141,6,8,2,HOLA NANI mi documento ya esta impreso pero aun no me asignan lugar ni fecha de entrega q puedo hacer,2022-04-21
142,6,9,2,"Mi esposo y yo somos de septiembre  luego me citaron a mi ora ir al 24 de marzo a repetir ,pero a mi esposo no ambos tenemos pep y pasaporte sellado y nada q nos dicen algo concreto",2022-04-21
143,6,10,2,Yo fui el 14 de septiembre emigración me mandó un correo que ni entendí hasta la fecha no se a comunicado conmigo,2022-04-21
144,6,11,2,Hola Nani mi nombre es yasmin Gonzalez  necesito saber si puedo abrir una cuenta porque me lo están exigiendo en mi trabajo,2022-04-21
145,6,12,2,"buens noches nani yo soy del 7 de septiembre ya hice septiembre visible y aun no me llega el correo ni nada, es que ni al spam",2022-04-21
146,6,13,2,Hola many yo revise por la pagina dice aprobado e impreso pero no sale donde retirar solo me enviaron una constancia,2022-04-21
147,6,14,2,"Yo consulté mi ppt y me salió que estaba en el centro comercial El Edén ' pero no pude ir esos día pero cuando fui ya no estaban entregando en ese' lugar, me puedes decir donde puedo buscarlo",2022-04-21
148,6,15,2,Mi núcleo familiar es de 4 personas dos adultos y dos menores de edad y nada de nada y creeme que ya todo lo hemos hecho.,2022-04-21
149,6,16,2,"Hola Nani mi esposo realizo el septiembre visible y no ha recibido ningún txt, ni correo, ni llamadas. Es el del 3 de septiembre. Solo dice que esta en trámite",2022-04-21
150,6,17,2,"Yo fui a en noviembre y nada fuimos a tienditas y nos dicen que hay que seguir esperando porque se hizo de manera aleatoria 
Pero tengo amistades que hicieron el biométrico en enero y ya les entregaron",2022-04-21
151,6,18,2,Hola Nani en q m podrías colaborar hice mi registro en bogota ya está impreso pero m mudé a medellín hice cambio d recidencia  como en enero ahora no aparece en ningún modulo ni Bogotá ni medellín,2022-04-21
152,6,19,2,"Den alguna información concreta, ya tengo dos opciones de empleo rechazadas por falta de ese permiso.",2022-04-21
153,6,20,2,"Hola nani mi hija tiene 7 años tuvo su cita el 3 de septiembre y aun no le aprueben el ppt, ya realice el septiembre visibles desde el primer día que habilitaron el botón y también le realicé el 1,2,3 xmi",2022-04-21
154,6,21,2,"Soy del 1-09, fui a migracion y me hicieron repetir el biométrico, después he ido más de tres veces y me dicen que tengo error en el nombre y apellido, que lo están corrigiendo. Hasta cuando van a corregir?",2022-04-21
155,6,22,2,Chica saludos oye hice el biometrico en septiembre me llamaron en febrero lo volvi a hacer y nada que me llega el ppt ,2022-04-21
