"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"name";"message";"created_time";"comments";"from";"id";"from.name";"from.id";"status_type";"shares.count";"comments.data";"comments.paging.cursors.before";"comments.paging.cursors.after";"paging.cursors.before";"paging.cursors.after";"paging.next";"paging.previous";"like_count";"comment_count";"summary.total_count";"summary.viewer_reaction"
"1";"11";"1";"319662435565899_1116684739196994";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"🚨¡Activooos con el Ingreso Solidario!🚨  📆A partir de hoy, 18 de julio,  los venezolanos beneficiarios de esta ayuda estarán recibiendo hasta $435 mil pesos colombianos. 👀Recuerda que,  poder ser parte de esto, debes estar registrado en el ✅ SISBÉN y según tu puntaje se evaluará el caso para que te otorguen dicho ingreso💰  📝Verifica acá si eres beneficiari@ 👉https://ingresosolidario.prosperidadsocial.gov.co/   💭Y si tienes más dudas de este proceso 📲 ¡Escríbenos por WhatsApp! Acá te dejamos el link 👉  https://wa.link/26w9o7 y ruuuuuueda la voz compartiendo esta publicación con otros panas.";"2022-07-18T21:37:17+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1116684739196994";"Voices of Venezuela";"319662435565899";"added_photos";"28";"";"";"";"";"";"";"";"";"";"";""
"1";"12";"1";"319662435565899_1116046495927485";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"🫣 Así nos sentimos cuando intentamos meternos en la página del SAIME😅  🚨¡Epa! Pero ya se en encuentra activa, está un poco lenta, pero activa💪  📢 Así que ruuuueda la voz con tu pana que necesite esta información😎";"2022-07-17T21:56:48+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1116046495927485";"Voices of Venezuela";"319662435565899";"added_photos";"19";"";"";"";"";"";"";"";"";"";"";""
"1";"13";"1";"319662435565899_1115404542658347";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"🔋¡Ponte las pilas en realizar tu registro biométrico!🔋  👉 Ya no es necesario acudir con cita, así que corre a terminar tu proceso y obtener tu permiso💪";"2022-07-16T22:53:05+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1115404542658347";"Voices of Venezuela";"319662435565899";"added_video";"19";"";"";"";"";"";"";"";"";"";"";""
"1";"14";"1";"319662435565899_1114704576061677";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"🚨¡Epa epa! Actívate en conocer los costos de la visa de residente👇  📝Para poder tramitarla debes cancelar un monto al solicitarla y en caso de ser aprobada, debes cancelar algo más🤝  💰 Entérate de cuánto es y 💭si tienes más dudas de este proceso 📲 ¡Escríbenos por WhatsApp! Acá te dejamos el link👉  https://wa.link/26w9o7 y ruuuuuueda la voz compartiendo esta publicación con otros panas.";"2022-07-15T22:16:49+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1114704576061677";"Voices of Venezuela";"319662435565899";"added_video";"28";"";"";"";"";"";"";"";"";"";"";""
"1";"15";"1";"319662435565899_1463391644083872";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"🗣 Nani tiene unos datazos por contarte del estatuto y también del ingreso solidario. Rueeeeda la voz compartiendo este en vivo💪 #NaniResponde #VenezolanosEnColombia #ETPV";"2022-07-14T23:10:56+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1463391644083872";"Voices of Venezuela";"319662435565899";"added_video";"49";"";"";"";"";"";"";"";"";"";"";""
"1";"16";"1";"319662435565899_1113904489475019";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"‼️¡Actívate con el Ingreso Solidario!‼️  📆A partir del 18 de junio los venezolanos beneficiarios de esta ayuda estarán recibiendo  $435 mil pesos colombianos💰  👀 Para poder ser parte de esto, debes estar registrado en el ✅ SISBÉN y según tu puntaje se evaluará el caso para que te otorguen dicho ingreso.  📝Acá puedes verificar si tu eres beneficiari@ 👉https://ingresosolidario.prosperidadsocial.gov.co/   💭Si tienes más dudas de este proceso 📲 ¡Escríbenos por WhatsApp! Acá te dejamos el link, con gusto te estaremos orientando 👉  https://wa.link/26w9o7 y ruuuuuueda la voz compartiendo esta publicación con otros panas.";"2022-07-14T17:24:11+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1113904489475019";"Voices of Venezuela";"319662435565899";"added_photos";"80";"";"";"";"";"";"";"";"";"";"";""
"1";"17";"1";"319662435565899_1113366182862183";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"💭 Mi documento dice impreso hace 3 meses y aún no me lo entregan, ¿Qué hago? 🤔  🔊 ¡Activa el audio, Nani te lo cuenta todo! Y ruuuueda la voz con tu pana compartiendo este video para que también se entere de la información 💪";"2022-07-13T21:27:18+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1113366182862183";"Voices of Venezuela";"319662435565899";"added_video";"39";"";"";"";"";"";"";"";"";"";"";""
"1";"18";"1";"319662435565899_1112586986273436";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"🚨 ¡NANI TE ESPERA! 🚨  📆 Este 14 de julio tenemos increíbles noticias para ustedes,  no te peles el en vivo a las 6:00 pm.  💭 Y si tienes alguna duda… 👇 ¡Déjanoslas en los comentarios! 👇 Nani te estará respondiendo en la transmisión.";"2022-07-12T21:55:25+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1112586986273436";"Voices of Venezuela";"319662435565899";"added_photos";"5";"";"";"";"";"";"";"";"";"";"";""
"1";"19";"1";"319662435565899_1110297526502382";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"👀¡Para la oreja con este datazo!👀  💭Y si tienes más dudas déjanosla en los comentarios, con gusto te estaremos orientando💪";"2022-07-09T23:07:34+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1110297526502382";"Voices of Venezuela";"319662435565899";"added_video";"15";"";"";"";"";"";"";"";"";"";"";""
"1";"20";"1";"319662435565899_1109497483249053";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"🤔¿Estás en búsqueda de trabajo? ¡Nani te cuenta 4 increíbles opciones! 😎  💭 Y si tienes más dudas de esto, ¡Escríbenos a WhatsApp! Acá te dejamos el link 👉 https://wa.link/26w9o7";"2022-07-08T22:12:03+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1109497483249053";"Voices of Venezuela";"319662435565899";"added_video";"37";"";"";"";"";"";"";"";"";"";"";""
"1";"21";"1";"319662435565899_1109305673268234";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"‼️¡Nani te cuenta su experiencia con el PPT!‼️  🤔 ¿Tienes dudas sobre este proceso? ¡Dejanoslas en los comentarios! Con gusto te estaremos orientando👇";"2022-07-08T14:12:37+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1109305673268234";"Voices of Venezuela";"319662435565899";"added_video";"2";"";"";"";"";"";"";"";"";"";"";""
"1";"22";"1";"319662435565899_1107855150079953";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"⁉️¿Si mi hijo o hija es colombian@ puedo obtener la nacionalidad?⁉️  🔊 Activa el sonido y entérate de lo que Nani tiene por contarte. Si tienes más dudas, ¡Escríbenos por WhatsApp! Acá te dejamos el link 👉 https://wa.link/26w9o7";"2022-07-06T13:18:47+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1107855150079953";"Voices of Venezuela";"319662435565899";"added_video";"14";"";"";"";"";"";"";"";"";"";"";""
"1";"23";"1";"319662435565899_1102812073917594";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"📚¡Conoce a nuestros panas de Juntos Aprendemos! 📚  ✅ Una iniciativa increíble, donde varias organizaciones han puesto en práctica sus experiencias para hacer posible una educación accesible, de calidad, diversa e incluyente🎓  📢 Activa el sonido y presta atención que Nani te cuenta todos los detalles sobre ellos y 🗣 rueda la voz con otros panas para que se puedan enterar de iniciativas como estas💪  #JuntosNosGraduamos #USAIDColombia #TuAliadoParaInformarte #CollectiveImpact  #JuntosAprendemos    Juntos Aprendemos - Colombia  @Usaid- US  Agency For International Development | Partners of the Americas | Proantioquia | @Parque Explora | FundacionCarvajal";"2022-07-04T15:00:19+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1102812073917594";"Voices of Venezuela";"319662435565899";"added_video";"10";"";"";"";"";"";"";"";"";"";"";""
"1";"24";"1";"319662435565899_1104772860388182";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"👀¡No me registré en el estatuto! ¿Qué puedo hacer? 👀  👉 Mi pana, en caso de que hayas ingresado a 🇨🇴Colombia antes del 📆31 de enero del 2021, de momento no forma de que seas parte del ✅ Estatuto, porque el tiempo establecido era hasta el 28 de mayo del 2022📆  ‼️ Sí tu caso es que que ingresaste después del 📆31-01-2021, sellando tu pasaporte, tendrás chance de registrarte hasta el 24 de noviembre del 2023📆  📢 ¡No quedes fuera del proceso! Si tienes más dudas, escríbenos por 📲WhatsApp, acá te dejamos el link 👉 https://wa.link/26w9o7";"2022-07-03T15:00:01+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1104772860388182";"Voices of Venezuela";"319662435565899";"added_photos";"7";"";"";"";"";"";"";"";"";"";"";""
"1";"25";"1";"319662435565899_1104764653722336";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"🙌¡Acude con profesionales!🙌  👤Si necesitas apoyo psicosocial, acá te dejamos estas direcciones en 📍Bogotá, en caso de encontrarte en otra localidad, 📲¡Escríbenos por WhatsApp! Y con gusto te estaremos orientando, acá te dejamos el link👉 https://wa.link/26w9o7   📢 Comparte esta información con otros panas, no sabes a quién puedas ayudar.";"2022-07-02T22:05:03+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1104764653722336";"Voices of Venezuela";"319662435565899";"added_photos";"";"";"";"";"";"";"";"";"";"";"";""
"1";"26";"1";"319662435565899_1104751030390365";"data";"data.*";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"👀 ¡EVITA UN MAL RATO! 👀  🛣️Cruzar por pasos irregulares tiene sus consecuencias mi pana. 👮🏻‍♀️Puedes ser multad@  con sanciones que van entre 💰medio salario  y 💰siete salarios mínimos colombianos  y además puedes ser deportad@ o expulsad@, dependiendo de tu caso👀   📑Sella tu pasaporte y ruuuueda la voz con otros panas para que se enteren de la información. 📢 #TuAliadoParaInformarte";"2022-07-01T22:02:06+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1104751030390365";"Voices of Venezuela";"319662435565899";"added_photos";"7";"";"";"";"";"";"";"";"";"";"";""
"1";"27";"1";"319662435565899";"offcut";"";"fetched (200)";"2022-08-03 15:01:48.773039";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";"";"";"";"";"";"";"QVFIUnVsNUpVc0ViMmE5UjRrczlCWlZA0UEhPaXZATUFNaRzVYN0RvekxVYkhvdnNOTVJFaUlvSW1ZATWdCNmY4cG90ZAlBxSTJmaDRxZA0xPM2dwQlNmb1BOZAjRuMkhUMFpMN2lTcUtvQmd3ZAWFSZAVBzaF8wa2FCZAVpyWjF3MU1wa1NLVUhq";"QVFIUjktd1kyRjNYZAHVxUnpjalBYNlFuNVVvMlhDd2VUYmF5VDVEaHk1MmFEc3VDM1FrNVQ2VVZALY1pTTk1lbFJUQmZAYUVA5NkZAaQlpDTzhET1h5VnFPdlo4eFpCUGQyQkJKNlhBSDdMb1lMQTJvNE54NXVSSGttNmQ1NXNLMU52aDhu";"https://graph.facebook.com/v13.0/319662435565899/posts?access_token=EAABj9aBk8VwBAGKnvHwUikdoKvb9dqSnN9vqLWZCcZAGtTohcdWPpU1dU9WNy8xHZA7159GvdzZClNTHwiTDlRjUB0piuCCBQ0fA5gDGaFkmZBbZACMhljdzEfOX7iOwZAZASaiKlKHOmNUZAJCdZCmPm3NJIJZCVj07KLCn54ZAH04JNVOGMQmmQGcd&fields=id%2Ccreated_time%2Cmessage%2Cfrom%2Cstatus_type%2Cshares%2Creactions%2Clikes&since=2022-01-01&until=2022-07-31&limit=25&after=QVFIUjktd1kyRjNYZAHVxUnpjalBYNlFuNVVvMlhDd2VUYmF5VDVEaHk1MmFEc3VDM1FrNVQ2VVZALY1pTTk1lbFJUQmZAYUVA5NkZAaQlpDTzhET1h5VnFPdlo4eFpCUGQyQkJKNlhBSDdMb1lMQTJvNE54NXVSSGttNmQ1NXNLMU52aDhu";"";"";"";"";""
"1";"28";"1";"319662435565899_1104225157109619";"data";"data.*";"fetched (200)";"2022-08-03 15:01:54.517887";"Facebook:/<page-id>/posts";"";"‼️¡Aprovecha este espacio!‼️   ✅ La Migra Chamba tiene disponible distintas opciones que se adaptan a lo que necesitas, desde tips para acudir a una 👥entrevista hasta cómo puedes registrar tu negocio en la 📍Cámara de Comercio.   🤔 ¿Qué esperas? ¡Ingresa mediante este link!👉 https://wa.link/26w9o7  📢Y ruuuueda la voz con tus panas compartiendo esta publicación para que se enteren de la información. #TuAliadoParaInformarte";"2022-06-30T21:19:29+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1104225157109619";"Voices of Venezuela";"319662435565899";"added_photos";"";"";"";"";"";"";"";"";"";"";"";""
"1";"29";"1";"319662435565899_1103604197171715";"data";"data.*";"fetched (200)";"2022-08-03 15:01:54.517887";"Facebook:/<page-id>/posts";"";"‼️¡Conoce el Centro Intégrate de Cúcuta!‼️  📷 En el video te explicamos los servicios y horarios que maneja este centro🏫  💭Si tienes alguna otra duda, 📲¡Escríbenos por WhatsApp! Acá te dejamos el link que te llevará directamente hasta allá 👉 https://wa.link/26w9o7";"2022-06-29T22:04:31+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1103604197171715";"Voices of Venezuela";"319662435565899";"added_video";"12";"";"";"";"";"";"";"";"";"";"";""
"1";"30";"1";"319662435565899_1102967790568689";"data";"data.*";"fetched (200)";"2022-08-03 15:01:54.517887";"Facebook:/<page-id>/posts";"";"✅ ¡Nuestros panas de free son tu opción! ✅  📚 Ellos te brindan las herramientas para que puedas potenciar tus conocimientos y crecer profesionalmente. Podrás encontrar capacitaciones e increíbles ofertas laborales que se adapten a tu perfil👤  🤔 ¿Qué esperas? ¡Esta es tu oportunidad! 💻 Accede por acá 👉 https://freecontigo.com/   💭 Y si tienes dudas 📲¡Escríbenos por WhatsApp! Acá te dejamos el link 👉 https://wa.link/26w9o7";"2022-06-28T22:30:35+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1102967790568689";"Voices of Venezuela";"319662435565899";"added_photos";"5";"";"";"";"";"";"";"";"";"";"";""
"1";"31";"1";"319662435565899_1102117697320365";"data";"data.*";"fetched (200)";"2022-08-03 15:01:54.517887";"Facebook:/<page-id>/posts";"";"👀 ¡Conoce tus derechos y beneficios cuando eres emplead@! 👀  📢 Ruuuueda la voz con tu pana y 💭 si tienes alguna duda. 📲 ¡Escríbenos por WhatsApp! Acá te dejamos el link 👉 https://wa.link/26w9o7";"2022-06-27T22:19:35+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1102117697320365";"Voices of Venezuela";"319662435565899";"added_photos";"32";"";"";"";"";"";"";"";"";"";"";""
"1";"32";"1";"319662435565899_1101342190731249";"data";"data.*";"fetched (200)";"2022-08-03 15:01:54.517887";"Facebook:/<page-id>/posts";"";"🤔¿Quién mas se siente así?🤔  Aún faltan personas de nuestro equipo por obtener su permiso👀";"2022-06-26T19:27:14+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1101342190731249";"Voices of Venezuela";"319662435565899";"added_photos";"44";"";"";"";"";"";"";"";"";"";"";""
"1";"33";"1";"319662435565899_1100730490792419";"data";"data.*";"fetched (200)";"2022-08-03 15:01:54.517887";"Facebook:/<page-id>/posts";"";"⁉️¿Sabías este dato? ¿Tienes más dudas sobre La Migra Chamba? ⁉️  📲 ¡Escríbenos por WhatsApp! Acá te dejamos el link 👉 https://wa.link/26w9o7 , con gusto te estaremos orientando.";"2022-06-25T21:26:45+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1100730490792419";"Voices of Venezuela";"319662435565899";"added_photos";"14";"";"";"";"";"";"";"";"";"";"";""
"1";"34";"1";"319662435565899_1100078244190977";"data";"data.*";"fetched (200)";"2022-08-03 15:01:54.517887";"Facebook:/<page-id>/posts";"";"⁉️¿Necesitas un refugio en Medellín? ¡Acá te dejamos una lista!‼️  ✅ Estas pueden ser algunas de las opciones, son totalmente gratuitos. 📢 Ruedaaa la voz ya con ese pana que necesite la información🤝  💭 ¿Tienes más dudas?  📲 ¡Escríbenos por WhatsApp! Acá te dejamos el link 👉 https://wa.link/26w9o7";"2022-06-24T21:55:57+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1100078244190977";"Voices of Venezuela";"319662435565899";"added_photos";"16";"";"";"";"";"";"";"";"";"";"";""
"1";"35";"1";"319662435565899_1099438004255001";"data";"data.*";"fetched (200)";"2022-08-03 15:01:54.517887";"Facebook:/<page-id>/posts";"";"🤔 ¿Hay chance de unirse al estatuto? 🤔  ✅ ¡Sí! Aún puedes ser parte de este proceso si ingresaste sellando pasaporte después del 31 de enero, tendrás tiempo de registrarte hasta el  📆24 de noviembre del 2023.  💭 ¿Qué esperas? Ve a inscribirte en la primera fase y 📢 ¡Ruedaaaa la voz con tus panas!  #TuAliadoParaInformarte";"2022-06-23T21:55:03+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1099438004255001";"Voices of Venezuela";"319662435565899";"added_photos";"9";"";"";"";"";"";"";"";"";"";"";""
"1";"36";"1";"319662435565899_1098826440982824";"data";"data.*";"fetched (200)";"2022-08-03 15:01:54.517887";"Facebook:/<page-id>/posts";"";"📆 ¡Junio de conmemoración! 📆  💪 El 20 de Junio  es el 👤 #DíaMundialDelRefugiado y del Desplazado, desde 📢 #VoicesOfVenezuela nos unimos a la conmemoración de este tan importante día y mes para miles de personas alrededor del mundo🌏  👀 Ten siempre en cuenta que, quien sea, donde sea y cuando sea, ¡Toda persona tiene derecho a buscar protección! 🙌  💪¡Únete y participa! Activa el marco que encontrarás en 👉 https://unhcr.cheerity.com y muestra tu solidaridad #ConLosRefugiados y Desplazados.";"2022-06-23T00:39:40+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1098826440982824";"Voices of Venezuela";"319662435565899";"added_video";"6";"";"";"";"";"";"";"";"";"";"";""
"1";"37";"1";"319662435565899_1098152341050234";"data";"data.*";"fetched (200)";"2022-08-03 15:01:54.517887";"Facebook:/<page-id>/posts";"";"🤩¿Quieres destacar en tu entrevista laboral?🤩  🗣️ ¡No te peles estos Nani Tips! Pilas con todo lo que te dejamos en el video👇  📢 Ruuueda la voz con tu pana y si tienes más dudas de cómo puedes destacar en tu entrevista laboral 📲¡Escríbenos por WhatsApp, acá te dejamos el link 👉 https://wa.link/26w9o7";"2022-06-21T22:22:50+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1098152341050234";"Voices of Venezuela";"319662435565899";"mobile_status_update";"5";"";"";"";"";"";"";"";"";"";"";""
"1";"38";"1";"319662435565899_1097381474460654";"data";"data.*";"fetched (200)";"2022-08-03 15:01:54.517887";"Facebook:/<page-id>/posts";"";"";"2022-06-20T21:07:09+0000";"";"{""name"": ""Voices of Venezuela"", ""id"": ""319662435565899""}";"319662435565899_1097381474460654";"Voices of Venezuela";"319662435565899";"added_photos";"";"";"";"";"";"";"";"";"";"";"";""
