level;object_id;facebook_post_url;message;created_time;like_count;comment_count
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Asi fue años atras para los colombianos en venezuela;2023-10-06T02:01:46+0000;7;2
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Supongo que tuvo una mala experiencia con algún Colombiano, y tienden a generalizar. Y de todo hay en la viña del Señor;2023-10-06T02:05:29+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;No olvides votar pacto historico en estas elecciones para terminar de dejar llorando a toda la ratonera;2023-10-06T02:06:40+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Pues busca otra parte, Cuál es el problema?;2023-10-06T02:10:09+0000;2;1
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Que pena, pero a nosotros nos generalizan en todas partes por cuestiones de drogas, y ellos han llegado a hacer caos donde van, o se les olvida el caos que están armando en Estados Unidos;2023-10-06T02:26:33+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Si con esto pretenden hacer sentir mal a quienes lo hacen, pero con vnzlnos pues fallaron, porque sus razones de peso tendrán para poner tal condición;2023-10-06T02:30:38+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;;;;
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Su casa, sus reglas;2023-10-06T02:31:02+0000;8;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;En algunos paises es asi por que algunos an ido aser mucho daño;2023-10-06T02:31:25+0000;2;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Pues a extranjeros no les arriendan porque hasta asesinan a los caseros.;2023-10-06T02:39:41+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Estados Unidos empezó a devolverle a Maduro a sus ilustres ciudadanos, y Colombia pa cuándo?;2023-10-06T02:40:32+0000;2;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza Tú eres exactamente al público que tenía que llegar la publicación.   A los discriminadores, es a los que hay que hablarles.;2023-10-06T02:56:39+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Maria Teresa Zea  y?;2023-10-06T02:56:53+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;JV Isabel gracias , eres muy amable 👏👏👏🤗;2023-10-06T02:59:08+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;IGUAL QUÉ A LOS VENECOS. NO SÉ LE ARRIENDA A VENEZOLANOS.;2023-10-06T03:02:03+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Ps en colombia dudo que suceda por que ko creo que tengan apto propio ajjaajja;2023-10-06T03:08:04+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Solitos se hacen la fama, entonces de que se quejan, Colombia y Venezuela son dos naciones que se codean por sus malos ciudadanos.;2023-10-06T03:32:19+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;ESO.. YA LO VIVIMOS, HACE AÑOS NOS TRATARON MAL Y NOS AGUANTAMOS ... LUEGO POR LOS TRAQUETOS Y OTRAS ACTIVIDADES.. NOS TRATARON PEOR.. ENTONCES?;2023-10-06T03:33:33+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Es cuestión de perspectiva, si se anda por la vida llegando a crear situaciones que incomodan a las personas que habitan el lugar, a generar inseguridad, hay que aislar esos factores de riesgo. Un primero vela por la seguridad de su casa, primero se preocupa por uno mismo, para estar bien y de ser posible luego ayudar en lo que se pueda a los demás.;2023-10-06T03:34:57+0000;109;9
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Soy colombiano mas paisa que la arepa con hogao🙏🙏pero me da una hp rabia 😡😡ver avisos donde dicen no se arrienda a...........todos somos seres humanos y no tenemos porque descriminar a nadie porque no sabemos cuándo se nos voltea el cristo  🙏🙏🙏;2023-10-06T03:39:11+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Eso jamás pasará , siempre nos acostumbramos a trabajar y a ganarnos la vida , no vivimos de subsidios.;2023-10-06T03:48:45+0000;3;4
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;No se les arrienda, porque después quieren comprar la propiedad...;2023-10-06T03:55:26+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Muy fácil, pa que hps se comportan como lo hacen!!!!!! No es xenofobia, ni mucho racismo, es seguridad!!!! Es protección y garantía.;2023-10-06T04:17:48+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;"Sólo para recordarles con conocimiento de causa, en época de migración masiva, a los colombianos se les trató de manera bastante jodida, tiempos atrás en Venezuela; sólo que en esa época no habían redes sociales ni los colombianos estábamos buscando llamar la atención, se iba a hacer lo que el venezolano promedio no quería hacer, trabajar!!!!!";2023-10-06T04:19:32+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Héctor Pacheco eso se llama juzgar, se llama generalizar una mala percepción de una persona o un grupo de personas sobre toda una población. Se llama ser xenofóbico;2023-10-06T04:21:00+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Maria Teresa ZeaY entonces si siglos atrás los españoles sometieron a todas las Américas ¿Hoy debemos someterlos a ellos?;2023-10-06T04:23:32+0000;2;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza Pero si uribestias admiradores del matarife,cuidado son paracos;2023-10-06T05:49:07+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Jona Gaviria Y el dé ustedes Uribe;2023-10-06T07:14:06+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Igualmente hacen los demás de otros países aquí en Colombia, pero como aquí son bienvenidos pues se quedan uffff;2023-10-06T07:17:20+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Se llama discriminación;2023-10-06T09:37:14+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Si son uribestias les tienen miedo porque piensan igualito que el papá uribestia Vélez una rata asquerosa delincuente corrupto y asesino;2023-10-06T11:16:54+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Surte en sus vidas gran malpari2 porque ya tengo mi casa propia. 👌;2023-10-06T11:20:24+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;;;;
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza uribe paraco;2023-10-06T11:22:44+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;"Lamentablemente pagan justos por pecadores y muchos de los ""ciudadanos extranjeros"" como los llaman ahora, han llegado a delinquir...";2023-10-06T11:22:48+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Pues así es en varias ciudades de Colombia no le arriendan a costeños, algunas veces dicen que a venezolanos. Creo que se debe analizar el trasfondo y no el letrero .;2023-10-06T11:24:57+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Comprensible... Hay colombianos que no le arriendan a los costeños...;2023-10-06T11:38:46+0000;15;1
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza menos mal los uribistas no son colombianos;2023-10-06T11:43:04+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;En muchos países del mundo paso eso, por la fama de narco terrorista y corruptos. Esa es la fama que hemos tenido en el exterior.😥;2023-10-06T11:46:51+0000;8;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Literal;2023-10-06T12:05:16+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;🤣🤣🤣🤣🤣🤣🤣 Normal acá en Bogotá ahora solo vene.......;2023-10-06T12:09:22+0000;19;1
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Comprensible, por algo será????  No hay necesidad de irse a otro lado, aquí internamente éso pasá, pero no entiendo el por qué de la publicación, Si ojo por ojo, diente por diente, caín mató a Abel, dé lo que cosechas recoges, de lo que das recibes, árbol que nace torcido jamás endereza, etc etc etc etc etc etc, para un buen entendedor pocas palabras 👍👍👍👍👍;2023-10-06T12:10:28+0000;4;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;En partes de Perú eso hacen no le arrendan a colombianos .;2023-10-06T12:12:52+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;De hecho en algunas zonas de Europa ya se veía este tipo de anuncios mucho antes del problema de migración que sufrió Venezuela hace varios años;2023-10-06T12:28:49+0000;8;1
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;También incluyan en el aviso a los venezolanos 🤣🤣🤣;2023-10-06T13:10:23+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Amargados porque nosotros somos sabor;2023-10-06T13:21:58+0000;3;5
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Duro debe ser venezolano el que publica pero  han causado problemas;2023-10-06T13:27:29+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;;2023-10-06T13:34:35+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Que seguramente tuvieron una mala experiencia con Colombianos y no quieren repetirla;2023-10-06T13:37:28+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza si es Uritonto está más que bien, no sea que los que arriendan amanezcan con los zapatos al revés.;2023-10-06T13:38:08+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza SI es uribobo no vayas 🤣🤣🤣;2023-10-06T13:40:06+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;En el prejuicio no obra la razón, alli funciona el cerebro primitivo. Luego, generalizar es lo más fácil. Menos mal, todavía queda humanidad pensante.;2023-10-06T13:46:55+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza así es, porque quieren todo regalao,  así como Mafe Cabal, Alvaro Uribe,  Ivan Duque y su madre y todo el combo criminal de la derecha, que se roban todo y no declaran ni renta. Bien dicho.;2023-10-06T13:47:24+0000;2;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Nelinda Merlano era tiempo pasado porque ahora Uribe ya no es nadie ahora va para la cárcel jajajja;2023-10-06T13:56:33+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Ahora con Petro será peor.;2023-10-06T13:57:57+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza y si son como Polo Polo Cabal o matarife  también esos se roban hasta el nido de la perra;2023-10-06T13:59:23+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Que le alquilen a los extranjeros , pa, que los pelen, jejeje;2023-10-06T13:59:34+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Charles Hincapie y venezolanos también;2023-10-06T14:06:59+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;;;;
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Jajajajaja....pues si soy colombiano debo ser inteligente y no insistir y no hacer berrinche que mi pais esta en crisis y nos estan tratando mal y mucho menos exigir en un pais ajeno donde yo se que soy una basura y donde se que soy sinonimo de prostitucion y delincuencia y asesinatos..... Yo mejor sigo derecho y no molesto a nadie y les respeto su manera de pensar;2023-10-06T14:21:45+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Llegaste a un barrió expropiado por uribestias..;2023-10-06T14:23:18+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Sandra Yamile Pulido PUlido jajaja jajaja enserio jajaja jajaja y el kks muy honrado jajaja jajaja;2023-10-06T14:27:34+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Pues no busco arriendo por ahí;2023-10-06T14:30:33+0000;4;0
